t_ns,gx,gy,gz,ax,ay,az
1762325009760863744,0.011718139983713627,0.05486267805099487,-0.0415458157658577,-1.0493115186691284,-9.286897659301758,1.431770920753479
1762325009987976448,0.06764546781778336,-0.08735372871160507,-0.11292105168104172,-0.990471601486206,-9.64974308013916,1.7553902864456177
1762325010088764672,0.0415458157658577,0.0026616270188242197,0.010119418613612652,-1.1081514358520508,-9.228057861328125,1.6573238372802734
1762325010154181376,-0.023436279967427254,0.08096233010292053,-0.02716430276632309,-0.7649186849594116,-9.090764045715332,1.7553902864456177
1762325010224518400,-0.009054767899215221,0.006391395349055529,-0.07883128523826599,-1.0296982526779175,-9.43399715423584,2.0103631019592285
1762325010289780480,-0.06391744315624237,0.034088023006916046,-0.03994709625840187,-0.6864655017852783,-9.45361042022705,1.6965503692626953
1762325010354992384,-0.0015969761880114675,-0.020240582525730133,-0.011718139983713627,-0.9120184183120728,-9.32612419128418,1.6573238372802734
1762325010390082816,-0.016510814428329468,0.022369883954524994,-0.029827676713466644,-0.6864655017852783,-9.365350723266602,1.7553902864456177
1762325010455225088,-0.012782790698111057,0.024500930681824684,-0.006391395349055529,-0.627625584602356,-9.473223686218262,1.5690639019012451
1762325010525516544,-0.006391395349055529,0.01970651187002659,0.014913838356733322,-0.8041452765464783,-9.306510925292969,1.7357770204544067
1762325010555651584,-0.006391395349055529,0.026631977409124374,0.013315116055309772,-0.9120184183120728,-9.384963989257812,1.6573238372802734
1762325010620883200,-0.023436279967427254,-0.003728023264557123,-0.023436279967427254,-0.9512450098991394,-9.404577255249023,1.8534568548202515
1762325010655997440,-0.04846953600645065,0.03888244554400444,-0.0324910469353199,-0.627625584602356,-9.45361042022705,1.6082905530929565
1762325010721167360,-0.017043139785528183,0.0026616270188242197,0.04261046648025513,-0.5687856674194336,-9.414383888244629,1.5494506359100342
1762325010756246016,-0.010119418613612652,0.013847441412508488,0.07776663452386856,-0.8041452765464783,-9.286897659301758,1.431770920753479
1762325010826390272,0.0367513969540596,-0.03994709625840187,0.052731629461050034,-0.9316317439079285,-9.365350723266602,1.9907499551773071
1762325010891503104,-0.028761280700564384,-0.008520697243511677,-0.04846953600645065,-0.9512450098991394,-9.45361042022705,1.6769371032714844
1762325010956598272,-0.06871011853218079,0.03036000207066536,0.019174186512827873,-0.8531785011291504,-9.32612419128418,1.6082905530929565
1762325010991641856,-0.0607217475771904,-0.004792673978954554,0.003728023264557123,-0.7649186849594116,-9.365350723266602,1.3925442695617676
1762325011056709120,-0.010119418613612652,-0.0250332560390234,0.11451803147792816,-1.0296982526779175,-9.365350723266602,1.4906107187271118
1762325011091737088,0.008520697243511677,-0.0026616270188242197,0.04314279183745384,-1.206217885017395,-9.384963989257812,1.4906107187271118
1762325011156774656,0.015978489071130753,-0.015446163713932037,0.03781779482960701,-1.1081514358520508,-9.286897659301758,1.7750035524368286
1762325011221793536,-0.04420918971300125,-0.0005323254154063761,-0.05859070271253586,-0.8924051523208618,-9.43399715423584,1.81423020362854
1762325011291792640,-0.02822895534336567,-0.008520697243511677,0.018641861155629158,-0.8531785011291504,-9.384963989257812,1.3140910863876343
1762325011356772608,0.009054767899215221,-0.03462209552526474,-0.005324999336153269,-1.0493115186691284,-9.34573745727539,1.5102241039276123
1762325011421733888,-0.011718139983713627,-0.0021293016616255045,0.02183755859732628,-0.990471601486206,-9.32612419128418,1.6082905530929565
1762325011491672064,-0.005859069991856813,-0.03036000207066536,0.0031956976745277643,-0.9316317439079285,-9.384963989257812,1.6769371032714844
1762325011556594176,-0.06338512152433395,-0.02929535135626793,0.006391395349055529,-1.0493115186691284,-9.64974308013916,1.6082905530929565
1762325011621498112,-0.075103260576725,0.029827676713466644,-0.1821652501821518,-0.6668521761894226,-9.855683326721191,1.2258312702178955
1762325011656438272,-0.012250465340912342,0.0458061657845974,-0.1257038414478302,-0.3040061295032501,-9.747809410095215,1.1473779678344727
1762325011721481216,0.168316051363945,0.056991979479789734,-0.033023372292518616,-0.4314925968647003,-9.34573745727539,1.5886772871017456
1762325011791542016,0.17044711112976074,0.16139233112335205,0.03462209552526474,-0.2843928337097168,-9.63012981414795,1.5298373699188232
1762325011856590592,0.24022361636161804,0.12304047495126724,-0.2854992151260376,-1.1473779678344727,-9.34573745727539,2.5399222373962402
1762325011956653568,-0.27750909328460693,0.15127117931842804,-0.32970839738845825,0.6472389101982117,-9.169217109680176,1.3140910863876343
1762325012056700928,-0.24075594544410706,-0.014379767701029778,0.02929535135626793,0.509945809841156,-9.149603843688965,1.81423020362854
1762325012156731648,-0.2434193193912506,-0.07936360687017441,-0.020240582525730133,0.0,-8.74753189086914,1.1081514358520508
1762325012221744128,-0.14115175604820251,-0.017043139785528183,0.034088023006916046,-0.10787314921617508,-9.090764045715332,0.8727918267250061
1762325012286749184,0.02609965205192566,-0.3408942222595215,0.026631977409124374,-0.2059396505355835,-9.492836952209473,1.7553902864456177
1762325012321750272,-0.035154420882463455,-0.4010836184024811,0.06178639829158783,-0.6668521761894226,-9.384963989257812,1.186604619026184
1762325012386745088,-0.2657909393310547,-0.5257228016853333,0.02716430276632309,-0.8924051523208618,-9.532063484191895,1.5298373699188232
1762325012421740544,-0.30147770047187805,-0.40374699234962463,0.07456918805837631,0.127486452460289,-9.83607006072998,0.7845319509506226
1762325012486725376,-0.16884838044643402,-0.24395164847373962,0.18802431225776672,-1.2748644351959229,-9.728196144104004,0.9120184183120728
1762325012521714176,-0.17044711112976074,-0.0884183794260025,0.10546325892210007,-1.833843469619751,-9.610516548156738,0.0
1762325012586689792,0.007456046529114246,-0.24608269333839417,0.1629893183708191,-0.8335652351379395,-9.83607006072998,0.5295590758323669
1762325012621673216,0.13795430958271027,-0.36326584219932556,0.16618500649929047,-1.235637903213501,-9.63012981414795,0.9316317439079285
1762325012656655872,0.12889954447746277,-0.2391589730978012,0.011184069328010082,-1.1277647018432617,-9.414383888244629,0.6668521761894226
1762325012721688576,-0.0367513969540596,0.05166523531079292,0.0607217475771904,-0.8335652351379395,-9.306510925292969,1.4709974527359009
1762325012786726912,0.030892327427864075,0.08575500547885895,-0.028761280700564384,-1.0885381698608398,-9.384963989257812,1.0493115186691284
1762325012856763392,0.19388338923454285,0.060187678784132004,0.019174186512827873,-0.7060787677764893,-9.571290016174316,0.7845319509506226
1762325012921793024,0.09054942429065704,-0.1864255964756012,-0.04314279183745384,-0.9120184183120728,-9.473223686218262,1.3729310035705566
1762325012956808192,-0.010119418613612652,0.13795430958271027,-0.07350453734397888,-0.5295590758323669,-9.63012981414795,1.6965503692626953
1762325012986819584,0.02183755859732628,0.062318723648786545,0.014379767701029778,-0.4903324842453003,-9.610516548156738,0.5491724014282227
1762325013056844032,0.15180349349975586,-0.04261046648025513,0.0015969761880114675,-0.6668521761894226,-9.532063484191895,1.0296982526779175
1762325013086852864,0.12250814586877823,0.03142465278506279,-0.015978489071130753,-1.0689247846603394,-9.384963989257812,1.7553902864456177
1762325013156870656,0.0,-0.009054767899215221,-0.13742198050022125,-0.6668521761894226,-9.365350723266602,1.6573238372802734
1762325013186876672,-0.0324910469353199,0.03142465278506279,-0.1720440834760666,-0.2059396505355835,-9.63012981414795,1.6769371032714844
1762325013256888576,0.1075943112373352,-0.04101349040865898,-0.028761280700564384,0.8041452765464783,-9.34573745727539,0.9120184183120728
1762325013321895680,0.29135826230049133,-0.16085825860500336,0.016510814428329468,-0.3824593424797058,-9.384963989257812,2.5006957054138184
1762325013351897344,0.1954803615808487,-0.15606559813022614,-0.02822895534336567,-0.5491724014282227,-9.473223686218262,1.9907499551773071
1762325013421899008,0.2849668860435486,-0.33823084831237793,0.06391744315624237,0.029419949278235435,-9.365350723266602,1.9122966527938843
1762325013486896640,0.1592612862586975,-0.21146059036254883,0.14221639931201935,-0.3628460466861725,-8.786758422851562,3.5402004718780518
1762325013586886144,0.07243988662958145,-0.17523977160453796,0.1123887300491333,-1.9515233039855957,-8.825984954833984,0.029419949278235435
1762325013686903296,-0.1118546575307846,0.2839004695415497,-0.2625952363014221,0.7060787677764893,-9.708582878112793,1.3925442695617676
1762325013751986176,-0.6109472513198853,-0.15713024139404297,0.6998996734619141,-0.4903324842453003,-9.169217109680176,2.8145084381103516
1762325013852112896,0.2146562933921814,0.20347048342227936,0.20720024406909943,-1.431770920753479,-9.05153751373291,2.4810824394226074
1762325013922200320,-0.10173524171113968,-0.5225270986557007,0.19494803249835968,-2.5203089714050293,-9.404577255249023,0.6864655017852783
1762325014022324224,-0.6327847838401794,-0.6977686285972595,-0.034088023006916046,-1.4121575355529785,-9.590903282165527,1.3729310035705566
1762325014087404544,-0.31905490159988403,-0.4335746765136719,-0.010119418613612652,-1.2944778203964233,-10.149882316589355,0.7453053593635559
1762325014152484608,-0.5560845732688904,-0.3930935263633728,-0.1400853544473648,-1.833843469619751,-10.03220272064209,0.029419949278235435
1762325014187528192,-0.5214625000953674,-0.3281114101409912,-0.06658081710338593,-0.9512450098991394,-8.845598220825195,-1.3729310035705566
1762325014252607488,-0.29774966835975647,0.08948477357625961,0.1960144340991974,-0.8531785011291504,-9.404577255249023,-0.5295590758323669
1762325014287650304,-0.27431339025497437,-0.2902918756008148,0.2934875786304474,-0.411879301071167,-9.129990577697754,-0.5491724014282227
1762325014352729088,-0.33663210272789,-0.21146059036254883,0.0884183794260025,-0.6080122590065002,-9.129990577697754,0.08825984597206116
1762325014387770624,-0.34355756640434265,-0.3094678223133087,0.19814373552799225,-1.4709974527359009,-9.551676750183105,-1.1081514358520508
1762325014422812928,-0.377647340297699,-0.060187678784132004,0.1954803615808487,-1.5102241039276123,-9.512450218200684,-0.24516624212265015
1762325014487890944,-0.3515476882457733,0.10812663286924362,0.023436279967427254,-0.18632633984088898,-10.169495582580566,-1.637710452079773
1762325014522932992,-0.05805837735533714,-0.439433753490448,0.257800817489624,-1.255251169204712,-10.110655784606934,1.206217885017395
1762325014552968448,-0.3233169913291931,-0.3270450234413147,0.1629893183708191,-1.255251169204712,-10.03220272064209,-0.8727918267250061
1762325014623052032,-0.008520697243511677,-0.10439860820770264,0.11345338076353073,-0.8041452765464783,-9.728196144104004,-0.9120184183120728
1762325014688138496,-0.07456918805837631,0.02609965205192566,0.15340222418308258,-1.3140910863876343,-9.571290016174316,-0.411879301071167
1762325014753240832,-0.04527384042739868,-0.08202698081731796,0.07350453734397888,-2.4810824394226074,-8.806371688842773,-0.08825984597206116
1762325014823351808,0.007456046529114246,-0.5805854797363281,0.14701081812381744,-1.5886772871017456,-9.129990577697754,-0.6472389101982117
1762325014853399040,-0.09960418939590454,-0.4357057213783264,0.16991478204727173,-1.3729310035705566,-8.963277816772461,0.725692093372345
1762325014918501632,-0.20240582525730133,-0.5667363405227661,0.19015535712242126,-1.3140910863876343,-9.169217109680176,-1.4906107187271118
1762325014953557504,-0.11718140542507172,-0.7718072533607483,0.32917606830596924,-2.1574628353118896,-7.276534080505371,-1.235637903213501
1762325015053717248,-0.1912200152873993,-0.5097443461418152,0.23542919754981995,-1.5690639019012451,-9.110377311706543,-1.0885381698608398
1762325015118822144,-0.15659791231155396,-0.38989782333374023,0.11824779957532883,-1.9907499551773071,-9.208444595336914,-1.7357770204544067
1762325015188934144,-0.18269756436347961,-0.23063652217388153,0.09907186776399612,-2.657602071762085,-8.992697715759277,0.04903324693441391
1762325015218982912,-0.1443474441766739,-0.26738792657852173,0.07776663452386856,-2.696828603744507,-9.404577255249023,-1.4709974527359009
1762325015289095424,-0.06817779690027237,-0.03568674623966217,0.07616791129112244,-2.922381639480591,-9.247671127319336,0.08825984597206116
1762325015354201088,-0.004260348621755838,0.03781779482960701,0.06604674458503723,-2.4614691734313965,-9.365350723266602,-0.6472389101982117
1762325015419306496,-0.18482862412929535,-0.12037710100412369,-0.06817779690027237,-2.451662540435791,-9.05153751373291,-0.24516624212265015
1762325015454363648,-0.1592612862586975,0.016510814428329468,-0.011184069328010082,-2.432049036026001,-9.05153751373291,-0.5491724014282227
1762325015519469568,-0.19281873106956482,0.0010646508308127522,0.0026616270188242197,-3.1381278038024902,-8.786758422851562,-0.24516624212265015
1762325015589584128,-0.13848838210105896,0.01970651187002659,0.021305233240127563,-3.1381278038024902,-8.767145156860352,-0.8335652351379395
1762325015654690560,-0.23170118033885956,-0.13156291842460632,0.07350453734397888,-3.0008349418640137,-8.72791862487793,-0.14709974825382233
1762325015689751040,-0.2237110584974289,0.18322989344596863,-0.09161407500505447,-3.1185145378112793,-8.74753189086914,-0.9512450098991394
1762325015754868224,-0.14807547628879547,-0.13156291842460632,0.017577210441231728,-2.657602071762085,-8.708305358886719,-0.34323275089263916
1762325015819984640,-0.17097942531108856,-0.037283722311258316,-0.015446163713932037,-2.451662540435791,-9.110377311706543,-1.1473779678344727
1762325015855048192,-0.1267702430486679,-0.2237110584974289,0.0980072170495987,-2.696828603744507,-9.05153751373291,-1.010084867477417
1762325015920166400,-0.2194507122039795,-0.07883128523826599,-0.08682139962911606,-2.5006957054138184,-9.384963989257812,-1.7161637544631958
1762325016020348416,-0.10439860820770264,-0.22051537036895752,-0.1592612862586975,-3.6186537742614746,-9.05153751373291,-1.794616937637329
1762325016090477056,0.18855664134025574,-0.3978879451751709,0.04740488529205322,-2.90276837348938,-8.992697715759277,-1.637710452079773
1762325016155596544,0.03568674623966217,0.2056015282869339,-0.2615288496017456,-3.0400614738464355,-9.45361042022705,-1.5102241039276123
1762325016290847488,-0.035154420882463455,0.1251715123653412,-0.17523977160453796,-2.2555294036865234,-8.865211486816406,-1.794616937637329
1762325016320903936,0.07936360687017441,-0.022369883954524994,-0.15340222418308258,-1.0689247846603394,-9.0319242477417,-2.2359161376953125
1762325016386024960,-0.07670024037361145,-0.23862490057945251,0.03781779482960701,-2.1378495693206787,-8.72791862487793,-0.40207263827323914
1762325016456156416,-0.168316051363945,-0.10279989242553711,-0.015446163713932037,-1.7750035524368286,-8.992697715759277,-1.010084867477417
1762325016521279744,-0.3275773525238037,-0.17470745742321014,-0.19707907736301422,-1.9711365699768066,-8.72791862487793,-1.6965503692626953
1762325016556346112,-0.2061338573694229,-0.23063652217388153,-0.07084116339683533,-0.990471601486206,-9.129990577697754,-1.4709974527359009
1762325016656536832,-0.4069426953792572,-0.21359163522720337,-0.02396860532462597,-2.598762273788452,-8.963277816772461,-1.5102241039276123
1762325016721693952,-0.3499489724636078,-0.20720024406909943,-0.12730257213115692,-2.373209238052368,-8.904438018798828,-2.059396505355835
1762325016756781824,-0.2764444351196289,-0.09427744895219803,-0.13688966631889343,-1.9319100379943848,-8.845598220825195,-1.8926833868026733
1762325016821947136,-0.2625952363014221,-0.1123887300491333,-0.01970651187002659,-2.5203089714050293,-8.56120491027832,-2.079009771347046
1762325016887115008,-0.16565269231796265,-0.11505035310983658,0.0415458157658577,-2.677215337753296,-8.825984954833984,-2.736055374145508
1762325016922206208,-0.11718140542507172,-0.031958721578121185,-0.011184069328010082,-2.598762273788452,-9.05153751373291,-3.177354574203491
1762325016957298432,-0.07297221571207047,-0.16938070952892303,-0.02077290788292885,-2.098623037338257,-9.149603843688965,-2.432049036026001
1762325017022471680,0.0830916315317154,0.07723256200551987,0.11931245028972626,-1.9711365699768066,-9.365350723266602,-2.1770763397216797
1762325017087647232,-0.021305233240127563,0.0010646508308127522,0.013847441412508488,-2.9616081714630127,-9.43399715423584,-2.373209238052368
1762325017132769536,-0.08042825758457184,0.09001709520816803,-0.03888244554400444,-2.5399222373962402,-9.32612419128418,-1.9515233039855957
1762325017187921408,-0.08948477357625961,0.04207814112305641,-0.11505035310983658,-3.1185145378112793,-9.404577255249023,-3.0989012718200684
1762325017258117120,-0.05219930410385132,0.17790314555168152,-0.17790314555168152,-2.3535959720611572,-9.404577255249023,-2.90276837348938
1762325017323301888,0.09161407500505447,-0.05113290995359421,-0.20506919920444489,-2.7752819061279297,-9.090764045715332,-2.7164418697357178
1762325017388489472,0.009054767899215221,-0.012250465340912342,-0.23862490057945251,-2.2751426696777344,-8.845598220825195,-1.9711365699768066
1762325017453679360,0.015978489071130753,-0.1438133865594864,-0.2854992151260376,-1.8730701208114624,-8.688692092895508,-1.6965503692626953
1762325017523886592,-0.1257038414478302,-0.1118546575307846,-0.3004130423069,-0.8924051523208618,-8.865211486816406,-2.1182363033294678
1762325017589081600,-0.18003419041633606,-0.16671733558177948,-0.2199830412864685,-0.9708583354949951,-8.806371688842773,-2.1770763397216797
1762325017659295232,-0.12304047495126724,-0.07883128523826599,-0.1251715123653412,-1.5102241039276123,-8.72791862487793,-2.373209238052368
1762325017754472704,-0.149674192070961,-0.05859070271253586,-0.14274872839450836,-0.8335652351379395,-8.825984954833984,-2.5399222373962402
1762325017824600832,-0.09268046915531158,-0.015446163713932037,-0.07563558965921402,-0.9316317439079285,-8.590624809265137,-2.90276837348938
1762325017854654720,-0.11611675471067429,-0.005859069991856813,-0.053796280175447464,-0.9316317439079285,-8.521978378295898,-2.0299766063690186
1762325017924783104,-0.16884838044643402,-0.021305233240127563,-0.11451803147792816,-1.255251169204712,-8.825984954833984,-3.0792880058288574
1762325017989901824,-0.1358250081539154,0.14594443142414093,-0.09534384310245514,-0.509945809841156,-9.0319242477417,-2.9616081714630127
1762325018055020544,-0.13369396328926086,0.11824779957532883,-0.10599558800458908,-0.725692093372345,-9.0319242477417,-3.461747407913208
1762325018125147904,-0.11292105168104172,0.19867780804634094,-0.1262361705303192,-0.8041452765464783,-8.94366455078125,-2.8537349700927734
1762325018155202816,-0.12357279658317566,0.18589326739311218,-0.15180349349975586,-0.6472389101982117,-8.982891082763672,-3.3048410415649414
1762325018190266880,-0.13635733723640442,0.09960418939590454,-0.149674192070961,-0.627625584602356,-8.94366455078125,-3.1381278038024902
1762325018255385856,-0.05113290995359421,0.0932127982378006,-0.11771372705698013,-0.24516624212265015,-8.982891082763672,-3.5794272422790527
1762325018325514496,-0.061254072934389114,0.25833314657211304,-0.14115175604820251,-0.3040061295032501,-8.904438018798828,-3.236194372177124
1762325018390633216,-0.06764546781778336,0.10173524171113968,-0.11079000681638718,-0.8041452765464783,-8.629851341247559,-3.0792880058288574
1762325018455752448,-0.05859070271253586,0.25087711215019226,-0.07989593595266342,-0.029419949278235435,-8.825984954833984,-3.2656142711639404
1762325018525881344,-0.08469035476446152,0.11771372705698013,-0.06444977223873138,-0.2059396505355835,-8.865211486816406,-3.236194372177124
1762325018591000576,-0.13156291842460632,0.3504813015460968,-0.07776663452386856,-0.34323275089263916,-8.992697715759277,-3.726526975631714
1762325018626064640,-0.07297221571207047,0.19388338923454285,-0.10173524171113968,-0.6864655017852783,-8.924051284790039,-4.020726203918457
1762325018696213504,0.08096233010292053,0.16245698928833008,-0.05539500340819359,0.009806649759411812,-8.884824752807617,-3.2852277755737305
1762325018756364800,0.06764546781778336,0.07350453734397888,-0.05859070271253586,0.06864655017852783,-8.767145156860352,-3.3440675735473633
1762325018821531904,0.027696629986166954,0.2652586102485657,-0.07989593595266342,0.627625584602356,-8.94366455078125,-3.559813976287842
1762325018856622336,0.13262930512428284,0.04314279183745384,0.04314279183745384,0.34323275089263916,-8.904438018798828,-3.6186537742614746
1762325018926804480,0.0884183794260025,0.1874919831752777,-0.007988371886312962,0.16671304404735565,-8.982891082763672,-3.0008349418640137
1762325018991976704,-0.02183755859732628,0.26419222354888916,-0.07776663452386856,0.4903324842453003,-8.74753189086914,-3.177354574203491
1762325019057150208,0.019174186512827873,0.19921012222766876,-0.034088023006916046,0.990471601486206,-8.767145156860352,-3.236194372177124
1762325019122325248,-0.05965535342693329,0.36273351311683655,-0.018109535798430443,0.6080122590065002,-8.865211486816406,-3.7853667736053467
1762325019192516608,-0.05006825923919678,0.37072187662124634,0.06178639829158783,0.9512450098991394,-8.924051284790039,-2.4614691734313965
1762325019222599424,-0.1784372180700302,0.5768575072288513,0.04793721064925194,0.029419949278235435,-8.865211486816406,-3.706913709640503
1762325019292793856,-0.02396860532462597,0.3467532694339752,-0.014913838356733322,0.5883989930152893,-8.806371688842773,-3.255807638168335
1762325019357975808,-0.036219071596860886,0.32384932041168213,-0.02929535135626793,0.725692093372345,-8.74753189086914,-3.706913709640503
1762325019423159808,-0.005859069991856813,0.3499489724636078,0.03888244554400444,1.4906107187271118,-8.72791862487793,-3.0008349418640137
1762325019493360896,-0.06604674458503723,0.33876314759254456,0.0324910469353199,1.1473779678344727,-8.669078826904297,-3.422520875930786
1762325019523447552,-0.0026616270188242197,0.2652586102485657,0.05539500340819359,0.8531785011291504,-8.669078826904297,-3.177354574203491
1762325019593651712,-0.018641861155629158,0.26312756538391113,0.031958721578121185,1.186604619026184,-8.865211486816406,-3.383294105529785
1762325019658842368,-0.15979361534118652,0.343025267124176,-0.004260348621755838,0.5491724014282227,-8.767145156860352,-3.363680839538574
1762325019723975168,-0.09960418939590454,0.22317872941493988,0.033023372292518616,1.431770920753479,-8.806371688842773,-2.9419949054718018
1762325019794108160,-0.13316163420677185,0.08096233010292053,-0.02183755859732628,1.1669913530349731,-8.786758422851562,-3.6578803062438965
1762325019824165376,-0.09427744895219803,0.20347048342227936,-0.05645965412259102,1.4906107187271118,-8.72791862487793,-3.422520875930786
1762325019894299136,-0.04687255993485451,0.18322989344596863,0.1075943112373352,0.7453053593635559,-8.502365112304688,-3.363680839538574
1762325019959423744,-0.056991979479789734,0.1725764125585556,0.02929535135626793,1.9515233039855957,-8.924051284790039,-3.402907371520996
1762325020024547328,0.03462209552526474,0.17470745742321014,0.13688966631889343,1.1669913530349731,-8.786758422851562,-3.383294105529785
1762325020059613696,0.05752430483698845,0.16725140810012817,0.02290220931172371,1.5298373699188232,-8.806371688842773,-2.90276837348938
1762325020124738304,0.0010646508308127522,0.26312756538391113,0.16032594442367554,0.9708583354949951,-8.74753189086914,-2.922381639480591
1762325020224929280,-0.013847441412508488,0.07776663452386856,0.0021293016616255045,1.1081514358520508,-8.924051284790039,-3.0792880058288574
1762325020259995648,-0.004260348621755838,0.17044711112976074,-0.08522267639636993,0.8335652351379395,-8.982891082763672,-3.5990405082702637
1762325020290053632,0.04740488529205322,-0.18589326739311218,-0.14860780537128448,1.0689247846603394,-8.767145156860352,-3.383294105529785
1762325020360186368,-0.07190581411123276,0.25620386004447937,-0.17044711112976074,1.4906107187271118,-8.521978378295898,-3.422520875930786
1762325020425310720,0.11451803147792816,-0.08788605034351349,0.04101349040865898,0.8531785011291504,-8.629851341247559,-2.5399222373962402
1762325020490434304,0.0026616270188242197,0.2764444351196289,-0.14061768352985382,0.0,-8.482751846313477,-4.952358245849609
1762325020525501440,0.019174186512827873,-0.0697765126824379,-0.12836721539497375,0.6472389101982117,-8.54159164428711,-3.8049800395965576
1762325020590625024,-0.13848838210105896,0.24128827452659607,-0.013315116055309772,1.7357770204544067,-9.473223686218262,-4.305119037628174
1762325020625692160,-0.0458061657845974,0.19494803249835968,-0.033023372292518616,0.7649186849594116,-9.228057861328125,-4.442412376403809
1762325020690817024,0.09960418939590454,0.4825782775878906,-0.15766257047653198,1.3533176183700562,-8.267005920410156,-4.344346046447754
1762325020725884416,0.15286989510059357,0.2093295454978943,-0.08042825758457184,2.1378495693206787,-8.463138580322266,-2.8341217041015625
1762325020826078464,0.07137349247932434,0.37072187662124634,-0.038350120186805725,2.098623037338257,-8.845598220825195,-3.687300205230713
1762325020861146880,0.10865896195173264,0.1731104701757431,0.025565581396222115,1.8926833868026733,-8.649465560913086,-3.2852277755737305
1762325020926272512,0.07030884176492691,0.5571492314338684,-0.023436279967427254,1.9907499551773071,-8.708305358886719,-2.618375539779663
1762325020996408320,-0.11931245028972626,0.0830916315317154,-0.04314279183745384,2.079009771347046,-8.708305358886719,-1.7750035524368286
1762325021061534720,-0.04314279183745384,0.4447605013847351,-0.22211408615112305,2.863541841506958,-8.924051284790039,-3.461747407913208
1762325021091592704,0.031958721578121185,0.10333221405744553,-0.013847441412508488,2.3143694400787354,-8.845598220825195,-2.863541841506958
1762325021161728768,-0.029827676713466644,0.38084304332733154,-0.23596327006816864,2.637988805770874,-8.72791862487793,-2.9812214374542236
1762325021191786752,-0.02716430276632309,0.2711176872253418,-0.11398570239543915,3.2852277755737305,-8.825984954833984,-2.618375539779663
1762325021256913408,-0.1123887300491333,0.32491397857666016,-0.037283722311258316,2.41243577003479,-8.688692092895508,-3.2656142711639404
1762325021291981824,0.04687255993485451,0.6343835592269897,-0.12836721539497375,3.1185145378112793,-8.610238075256348,-2.696828603744507
